Monkey #;No. of traits;Points;Background;Points;Fur;Points;Clothes;Points;Mouth;Points;Eyes;Points;Nose Wear;Points;Face Masks;Points;Ears;Points;Eye Wear;Points;Head;Points;Total Score 
537;1;9.26;Aqua;4.26;Grey;10.00;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;75.92
538;2;1.87;Aqua;4.26;Grey;10.00;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;N/A;1.97;Hard hat;50.00;152.89
539;2;1.87;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Eyebrow ring;31.25;N/A;2.01;99.67
540;2;1.87;Aqua;4.26;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;Stud earrings;11.90;N/A;1.97;N/A;2.01;118.53
541;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;70.89
542;1;9.26;Aqua;4.26;Brown;3.45;Basketball jersey;35.71;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;78.47
543;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;Beret;43.48;151.08
544;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;68.79
545;2;1.87;Aqua;4.26;Grey;10.00;Hoodie;25.64;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;75.21
546;1;9.26;Aqua;4.26;Brown;3.45;Hoodie;25.64;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;68.40
547;2;1.87;Aqua;4.26;Dark brown;6.25;Hoodie;25.64;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Leather;50.00;N/A;1.45;N/A;1.97;N/A;2.01;112.31
548;2;1.87;Aqua;4.26;Brown;3.45;Hoodie;25.64;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;75.33
549;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;N/A;2.01;95.66
550;1;9.26;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;92.93
551;2;1.87;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;Stud earrings;11.90;N/A;1.97;N/A;2.01;78.96
552;1;9.26;Aqua;4.26;Grey;10.00;High visibility vest;31.25;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;80.37
553;2;1.87;Aqua;4.26;Dark brown;6.25;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;N/A;1.97;Sailors hat;37.04;134.10
554;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;Stud earrings;11.90;N/A;1.97;N/A;2.01;107.21
555;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;Cyborg eye;27.78;N/A;2.01;120.24
556;2;1.87;Aqua;4.26;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;Cyborg eye;27.78;N/A;2.01;124.88
557;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;111.90
558;2;1.87;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;Stud earrings;11.90;Cyborg eye;27.78;N/A;2.01;84.17
559;2;1.87;Aqua;4.26;Brown;3.45;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;N/A;1.45;Aviator glasses;25.00;N/A;2.01;119.63
560;1;9.26;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Bandit mask;22.73;N/A;2.01;74.67
561;2;1.87;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Cyborg eye;27.78;N/A;2.01;91.01
562;2;1.87;Aqua;4.26;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Leather;50.00;Stud earrings;11.90;N/A;1.97;N/A;2.01;116.15
563;1;9.26;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;94.95
564;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;76.40
565;2;1.87;Aqua;4.26;Grey;10.00;Puffer vest;31.25;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Vizor hat;55.56;126.72
566;2;1.87;Aqua;4.26;Brown;3.45;Clock chain;27.78;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Punk hair;62.50;120.84
567;2;1.87;Aqua;4.26;Grey;10.00;Sports jacket;29.41;Missing teeth;16.13;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;86.17
568;1;9.26;Aqua;4.26;Brown;3.45;Dungarees;34.48;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;74.44
569;1;9.26;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;69.37
570;1;9.26;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Ski mask;35.71;N/A;2.01;91.84
571;1;9.26;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Guy Fawkes;55.56;N/A;1.45;N/A;1.97;N/A;2.01;115.85
572;1;9.26;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;N/A;2.01;94.27
573;2;1.87;Aqua;4.26;Grey;10.00;Bulletproof vest;33.33;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Leather;50.00;N/A;1.45;N/A;1.97;N/A;2.01;123.75
574;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;Half skeleton;45.45;N/A;1.45;Cyborg eye;27.78;N/A;2.01;117.15
575;1;9.26;Aqua;4.26;Brown;3.45;Basketball jersey;35.71;Goofy smile;18.52;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;80.86
576;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;Cyborg;41.67;N/A;1.45;N/A;1.97;Turban;47.62;137.15
577;2;1.87;Aqua;4.26;Grey;10.00;Hoodie;25.64;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;99.79
578;1;9.26;Aqua;4.26;Dark brown;6.25;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Punk hair;62.50;120.97
579;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;67.74
580;1;9.26;Aqua;4.26;Grey;10.00;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;82.88
581;1;9.26;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;69.08
582;1;9.26;Aqua;4.26;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;99.90
583;2;1.87;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Sailors hat;37.04;126.16
584;1;9.26;Aqua;4.26;Grey;10.00;Leather jacket;30.30;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;79.96
585;1;9.26;Aqua;4.26;Brown;3.45;Basketball jersey;35.71;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;82.15
586;1;9.26;Aqua;4.26;Dark brown;6.25;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;94.34
587;1;9.26;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;76.94
588;1;9.26;Aqua;4.26;Grey;10.00;Prison jumpsuit;33.33;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;88.54
589;1;9.26;Aqua;4.26;Dark brown;6.25;Lumberjack shirt;29.41;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;78.84
590;1;9.26;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;90.42
591;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Sailors hat;37.04;101.09
592;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;73.82
593;1;9.26;Aqua;4.26;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;98.09
594;2;1.87;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Bowler hat;58.82;120.59
595;2;1.87;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Long hair;45.45;107.57
596;1;9.26;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Long hair;45.45;104.81
597;2;1.87;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;Wide eyed;14.29;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;98.46
598;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;73.82
599;2;1.87;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bowler hat;58.82;121.40
600;2;1.87;Aqua;4.26;Brown;3.45;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Trapper hat;40.00;124.22
601;2;1.87;Aqua;4.26;Dark brown;6.25;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Punk hair;62.50;151.62
602;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Top hat;66.67;146.25
603;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;69.92
604;1;9.26;Aqua;4.26;Brown;3.45;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;89.81
605;2;1.87;Aqua;4.26;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;105.66
606;1;9.26;Aqua;4.26;Grey;10.00;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;79.11
607;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;Sailors hat;37.04;114.06
608;1;9.26;Aqua;4.26;Dark brown;6.25;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;97.05
609;1;9.26;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;97.33
610;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Frown;1.64;Multicoloured;20.00;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;96.07
611;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Side smile;13.33;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;74.06
612;2;1.87;Aqua;4.26;Dark brown;6.25;Bulletproof vest;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Turban;47.62;125.65
613;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;93.20
614;2;1.87;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Beret;43.48;125.14
615;1;9.26;Aqua;4.26;Brown;3.45;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;84.63
616;2;1.87;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bowler hat;58.82;118.79
617;1;9.26;Aqua;4.26;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;80.01
618;1;9.26;Aqua;4.26;Dark brown;6.25;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;73.33
619;2;1.87;Aqua;4.26;Grey;10.00;Ripped t-shirt;27.03;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;95.85
620;2;1.87;Aqua;4.26;Dark brown;6.25;Lumberjack shirt;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;87.81
621;2;1.87;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;Cross;16.67;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;85.83
622;1;9.26;Aqua;4.26;Grey;10.00;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Trapper hat;40.00;97.81
623;1;9.26;Aqua;4.26;Grey;10.00;Prison jumpsuit;33.33;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;100.17
624;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;Cross;16.67;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;102.28
625;2;1.87;Aqua;4.26;Brown;3.45;Clock chain;27.78;Frown;1.64;N/A;1.83;N/A;1.09;Gas mask;35.71;N/A;1.45;Eye patch;20.83;N/A;2.01;101.92
626;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;Red hypnotised;16.13;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;99.52
627;2;1.87;Aqua;4.26;Grey;10.00;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Bowler hat;58.82;143.29
628;2;1.87;Aqua;4.26;Grey;10.00;Leather jacket;30.30;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Top hat;66.67;154.41
629;2;1.87;Aqua;4.26;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Sailors hat;37.04;125.73
630;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;Hard hat;50.00;117.14
631;1;9.26;Aqua;4.26;Dark brown;6.25;Basketball jersey;35.71;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;98.80
632;1;9.26;Aqua;4.26;Brown;3.45;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;85.93
633;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Turban;47.62;107.11
634;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Hard hat;50.00;121.71
635;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;92.61
636;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;Top hat;66.67;146.97
637;1;9.26;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Man bun;52.63;108.72
638;1;9.26;Aqua;4.26;Grey;10.00;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;77.72
639;1;9.26;Aqua;4.26;Dark brown;6.25;Clock chain;27.78;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;73.34
640;1;9.26;Aqua;4.26;Dark brown;6.25;Bone necklace;25.00;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;93.22
641;2;1.87;Aqua;4.26;Dark brown;6.25;Puffer vest;31.25;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;83.88
642;1;9.26;Aqua;4.26;Dark brown;6.25;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Bowler hat;58.82;113.52
643;1;9.26;Aqua;4.26;Dark brown;6.25;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Man bun;52.63;116.17
644;2;1.87;Aqua;4.26;Grey;10.00;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Long hair;45.45;139.27
645;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;80.60
646;2;1.87;Aqua;4.26;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;94.04
647;1;9.26;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;92.71
648;2;1.87;Aqua;4.26;Dark brown;6.25;Prison jumpsuit;33.33;Silver teeth;20.00;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Sailors hat;37.04;110.40
649;2;1.87;Aqua;4.26;Brown;3.45;Hoodie;25.64;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;100.67
650;2;1.87;Aqua;4.26;Brown;3.45;Dungarees;34.48;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Man bun;52.63;143.13
651;1;9.26;Aqua;4.26;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;76.86
652;2;1.87;Aqua;4.26;Dark brown;6.25;Clock chain;27.78;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;83.02
653;2;1.87;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;Man bun;52.63;121.61
654;2;1.87;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Scar;20.83;N/A;2.01;81.42
655;1;9.26;Aqua;4.26;Grey;10.00;Lumberjack shirt;29.41;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;75.92
656;1;9.26;Aqua;4.26;Grey;10.00;Hoodie;25.64;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;74.76
657;1;9.26;Aqua;4.26;Dark brown;6.25;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Eye patch;20.83;N/A;2.01;74.32
658;2;1.87;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Beret;43.48;109.44
659;1;9.26;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;70.14
660;1;9.26;Aqua;4.26;Grey;10.00;T-Shirt;24.39;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;70.90
661;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Beret;43.48;117.56
662;1;9.26;Aqua;4.26;Brown;3.45;High visibility vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;N/A;2.01;96.67
663;2;1.87;Aqua;4.26;Grey;10.00;T-Shirt;24.39;Frown;1.64;N/A;1.83;N/A;1.09;Half skull;38.46;N/A;1.45;N/A;1.97;Man bun;52.63;139.59
664;1;9.26;Aqua;4.26;Brown;3.45;Sports jacket;29.41;Frown;1.64;N/A;1.83;N/A;1.09;Balaclava;33.33;N/A;1.45;N/A;1.97;N/A;2.01;89.70
665;2;1.87;Aqua;4.26;Dark brown;6.25;Prison jumpsuit;33.33;Frown;1.64;Multicoloured;20.00;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Turban;47.62;120.79
666;1;9.26;Aqua;4.26;Brown;3.45;Puffer vest;31.25;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Trapper hat;40.00;97.51
667;1;9.26;Aqua;4.26;Brown;3.45;Clock chain;27.78;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;70.54
668;2;1.87;Aqua;4.26;Brown;3.45;Bone necklace;25.00;Missing teeth;16.13;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;Spike helmet;41.67;100.03
669;2;1.87;Aqua;4.26;Dark brown;6.25;Hoodie;25.64;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;Hard hat;50.00;120.34
670;2;1.87;Aqua;4.26;Brown;3.45;Leather jacket;30.30;Side smile;13.33;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Goggles;25.64;N/A;2.01;86.54
671;2;1.87;Aqua;4.26;Brown;3.45;Denim jacket;37.04;Frown;1.64;Fire;22.22;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;N/A;2.01;95.57
672;2;1.87;Aqua;4.26;Brown;3.45;Lumberjack shirt;29.41;Frown;1.64;Red hypnotised;16.13;N/A;1.09;N/A;1.31;N/A;1.45;Aviator glasses;25.00;N/A;2.01;87.62
673;2;1.87;Aqua;4.26;Brown;3.45;Silver chain;26.32;Frown;1.64;N/A;1.83;N/A;1.09;N/A;1.31;N/A;1.45;Reading glasses;19.23;Trapper hat;40.00;102.45
674;1;9.26;Aqua;4.26;Dark brown;6.25;Ripped t-shirt;27.03;Frown;1.64;Wide eyed;14.29;N/A;1.09;N/A;1.31;N/A;1.45;N/A;1.97;N/A;2.01;70.56
